,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,title_short,year,bad_good
106825,France,"From right at the northern end of the sweep of Corton Grand Cru vineyards, this rich and complex wine is dense with smoky flavors as well as ripe blackberry fruit. It is solid, densely structured and powered minerality from the chalk in the soil. This is going to be a fine wine, so drink from 2023.",Les Grandes Lolières,94,99.0,Burgundy,Corton,,Roger Voss,@vossroger,Capitain-Gagnerot 2015 Les Grandes Lolières  (Corton),Pinot Noir,Capitain-Gagnerot, 2015 Les Grandes Lolières  (Corton),2015,Good
106828,France,"This Premier Cru abuts some of the grandest Grand Crus of Burgundy. It shares the same rich, age-worthy characters with this dark structure and dense tannins. The wine is still very young: its texture mineral and concentrated. The black fruits and licorice flavors will develop slowly and surely, but don't drink before 2022.",Les Suchots Premier Cru,94,220.0,Burgundy,Vosne-Romanée,,Roger Voss,@vossroger,Domaine de Bellene 2018 Les Suchots Premier Cru  (Vosne-Romanée),Pinot Noir,Domaine de Bellene, 2018 Les Suchots Premier Cru  (Vosne-Romanée),2018,Good
106829,France,"This is a blend of the best barrels from the five Mercurey Premier Crus owned by the Devillard family. First produced in the 2014 vintage, the wine is now made in most vintages. It is a rich wine, bringing out the pure red fruitiness of a Mercurey and its beautifully integrated structure. It is concentrated and very dense, packed with vanilla, mint and dark coffee flavors as well as the fruit. Age this wine, at least until 2024.",Château de Chamirey Les Cinq,94,95.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Domaines Devillard 2018 Château de Chamirey Les Cinq  (Mercurey),Pinot Noir,Domaines Devillard, 2018 Château de Chamirey Les Cinq  (Mercurey),2018,Good
107196,France,Perfumed spice aromas give this wine its toasty character. The wood aging dominates the fruit. The fruit is ripe and will develop. Give this wine until 2024.,Clos de l'Ecu Premier Cru,89,77.0,Burgundy,Beaune,,Roger Voss,@vossroger,Domaine Faiveley 2019 Clos de l'Ecu Premier Cru  (Beaune),Pinot Noir,Domaine Faiveley, 2019 Clos de l'Ecu Premier Cru  (Beaune),2019,Mid
107214,France,Old vines on the Aegerter Domaine in Savigny-lès-Beaune give a rounded ripe wine. It has a crisper red-cherry side to its otherwise smooth texture. The tannins support all this juicy fruit and offer a chance for the wine to age. Drink from 2024.,Vieilles Vignes,89,47.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2019 Vieilles Vignes  (Savigny-lès-Beaune),Pinot Noir,Jean-Luc and Paul Aegerter, 2019 Vieilles Vignes  (Savigny-lès-Beaune),2019,Mid
107216,France,This still-young wine is jammy while firmly structured with dry tannins. There is a foursquare character that misses subtlety with its broad-brush approach. The wine does need to age and will be ready to drink from 2023.,Collection Tramier,89,140.0,Burgundy,Corton,,Roger Voss,@vossroger,L. Tramier & Fils 2019 Collection Tramier  (Corton),Pinot Noir,L. Tramier & Fils, 2019 Collection Tramier  (Corton),2019,Mid
107530,France,"While there is a youthful stalky element to this wine, it also has plenty of ripe black-cherry fruit. That suggests a warm ripe future as the tannins soften. Drink this potentially rich, spicy wine from 2023.",Tradition,88,25.0,Loire Valley,Menetou-Salon,,Roger Voss,@vossroger,Isabelle et Pierre Clément 2019 Tradition  (Menetou-Salon),Pinot Noir,Isabelle et Pierre Clément, 2019 Tradition  (Menetou-Salon),2019,Mid
107601,France,"Les Meslaines is the name of the parcel of Pinot Noir that produces this Blanc de Noirs. It has richness, a ripe character with fresh apricot flavors, a Champagne that has the weight of a wine. It could do with bottle age, but for freshness drink now.",Les Meslaines Grand Cru Brut,92,67.0,Champagne,Champagne,,Roger Voss,@vossroger,Lamiable 2009 Les Meslaines Grand Cru Brut Pinot Noir (Champagne),Pinot Noir,Lamiable, 2009 Les Meslaines Grand Cru Brut Pinot Noir (Champagne),2009,Good
107647,France,"With some firm structure behind the red fruits, this wine will have a good future. A dry core sustained by the acidity is waiting to burst out and give a ripe, fruity while always fresh wine. Drink from 2022.",Clos du Roy Premier Cru,90,56.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Domaine Faiveley 2018 Clos du Roy Premier Cru  (Mercurey),Pinot Noir,Domaine Faiveley, 2018 Clos du Roy Premier Cru  (Mercurey),2018,Mid
108004,France,"Spicy and fruity, this is a lightweight, attractive and smooth wine. It has some undergrowth aromas, followed by red berry fruits, with fresh acidity at the end. Drink now.",Cuvée Saint Grégoire,86,25.0,Alsace,Alsace,,Roger Voss,@vossroger,Henri Schoenheitz 2015 Cuvée Saint Grégoire Pinot Noir (Alsace),Pinot Noir,Henri Schoenheitz, 2015 Cuvée Saint Grégoire Pinot Noir (Alsace),2015,Bad
108023,France,"Rounded and ripe, it has tannins nicely embedded in the red plum and strawberry flavors. It's full-bodied and already showing a delicious, seductive side. Drink from 2020.",,89,39.0,Burgundy,Côte de Nuits-Villages,,Roger Voss,@vossroger,Maison Ambroise 2015  Côte de Nuits-Villages,Pinot Noir,Maison Ambroise, 2015  Côte de Nuits-Villages,2015,Mid
108099,France,"With the extra concentration from the low-yielding old vines, this is a dense wine, with its acidity contrasting the rich red fruit. It is round and smooth, with well-integrated tannins and a soft, fruity finish.",Vieilles Vignes,86,24.0,Burgundy,Hautes Côtes de Nuits,,Roger Voss,@vossroger,Manuel Olivier 2013 Vieilles Vignes  (Hautes Côtes de Nuits),Pinot Noir,Manuel Olivier, 2013 Vieilles Vignes  (Hautes Côtes de Nuits),2013,Bad
108122,France,"Firm and structured, this has strong tannins set over smoky fruit. It has concentration, although the wood flavor has an old-wood feel, seeming just a touch dirty.",,86,63.0,Burgundy,Vosne-Romanée,,Roger Voss,@vossroger,Domaine Coquard Loison-Fleurot 2014  Vosne-Romanée,Pinot Noir,Domaine Coquard Loison-Fleurot, 2014  Vosne-Romanée,2014,Bad
108161,France,"Light, fragrant, and structured, this shows a smoky flavor and refreshing red-berry fruit. It's lively and fruity, and the tannins are in the background.",,86,16.0,Burgundy,Hautes Côtes de Nuits,,Roger Voss,@vossroger,Nuiton-Beaunoy 2014  Hautes Côtes de Nuits,Pinot Noir,Nuiton-Beaunoy, 2014  Hautes Côtes de Nuits,2014,Bad
108219,France,"Highly reputed for its red wines, Vacheron continues to display its skills with this latest vintage. The wine is rich and full with a combination of bright red fruits and a firm, integrated structure. It is a fresh wine now and one that should age. Drink from 2022.",,92,38.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine Vacheron 2018  Sancerre,Pinot Noir,Domaine Vacheron, 2018  Sancerre,2018,Good
108274,France,"An easy, fruity wine, its attractive red cherry flavors bubbling away in soft tannins and light acidity. Very drinkable, and not for aging.",,84,20.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Domaine Jessiaume 2012  Bourgogne,Pinot Noir,Domaine Jessiaume, 2012  Bourgogne,2012,Bad
108874,France,"Developed aromas of forest floor and mushrooms come as no surprise, given the deep brick color on this Alsace Pinot. The highly nuanced palate is complex and shot through with mineral notes. Cherry cola flavors dominate the long finish. An excellent foil for squab or other game birds.",Presitge,88,26.0,Alsace,Alsace,,,,Pierre Sparr 2007 Presitge Pinot Noir (Alsace),Pinot Noir,Pierre Sparr, 2007 Presitge Pinot Noir (Alsace),2007,Mid
108948,France,"The nose of this wine is all fruit—strawberry, raspberry and cherry abound. Flavor wise, the accessible palate offers more of the same, with light tannins and ample acidity to keep the mouthfeel fresh and the finish clean.",Bin 518,85,10.0,France Other,Vin de France,,Lauren Buzzeo,@laurbuzz,Kiwi Cuvée 2018 Bin 518 Pinot Noir (Vin de France),Pinot Noir,Kiwi Cuvée, 2018 Bin 518 Pinot Noir (Vin de France),2018,Bad
108993,France,"This firm wine still needs to shed its youthful structure of tannin and bring out the underlying ripe fruits. It has weight, hints of juicy acidity and a medium-term potential. The end shows some of the natural concentration from old vines.",Vieilles Vignes,88,52.0,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2016 Vieilles Vignes  (Savigny-lès-Beaune),Pinot Noir,Jean-Luc and Paul Aegerter, 2016 Vieilles Vignes  (Savigny-lès-Beaune),2016,Mid
109039,France,"A firm, powerful wine, its tannins still very dominant. Acidity is a factor, along with deep red-plum fruit. Some sweetness will develop in the next several years, although this concentrated and complex wine will also have a solid core of dry, structured tannin. Age for at least five years.",Château Corton Grancey,93,130.0,Burgundy,Corton,,Roger Voss,@vossroger,Louis Latour 2014 Château Corton Grancey  (Corton),Pinot Noir,Louis Latour, 2014 Château Corton Grancey  (Corton),2014,Good
109041,France,"This is complex and powerful, with its energy directed equally at the concentrated tannins and at the ripe damson and plum fruits. It's going to be a delicious wine—the wood element smoothing the firm edge. Age for at least five years.",Epenots Premier Cru,93,100.0,Burgundy,Pommard,,Roger Voss,@vossroger,Olivier Leflaive 2014 Epenots Premier Cru  (Pommard),Pinot Noir,Olivier Leflaive, 2014 Epenots Premier Cru  (Pommard),2014,Good
109047,France,"This is concentrated, but it's all structure at this stage. It has rich black fruits that lie under the dense tannins, with a potentially rich powerhouse of flavor. It needs at least six years of aging.",,93,197.0,Burgundy,Clos Saint-Denis,,Roger Voss,@vossroger,Domaine Heresztyn 2014  Clos Saint-Denis,Pinot Noir,Domaine Heresztyn, 2014  Clos Saint-Denis,2014,Good
109059,France,"This is dark and wood laden, with sweet, rich fruit and a firm, dense structure. It has a full feel, and its opulence is likely to develop over the next 2–3 years.",Clos des Fèves Premier Cru,93,107.0,Burgundy,Beaune,,Roger Voss,@vossroger,Chanson Père et Fils 2013 Clos des Fèves Premier Cru  (Beaune),Pinot Noir,Chanson Père et Fils, 2013 Clos des Fèves Premier Cru  (Beaune),2013,Good
109333,France,The superb Clos de la Roche has produced a powerful and complex wine. It has concentrated black fruits and solid tannins while also showing a beautiful velvet texture that will develop into a sumptuous wine. It's still in the first youthful flush and needs many years. Drink from 2024.,,95,312.0,Burgundy,Clos de la Roche,,Roger Voss,@vossroger,Roche de Bellene 2016  Clos de la Roche,Pinot Noir,Roche de Bellene, 2016  Clos de la Roche,2016,Good
109557,France,"Light tannins accompany crisp red fruits. What it lacks in weight and complexity, it makes up for with a smooth texture, good acidity and a structure that will allow it age for another year.",Vieilles Vignes,85,32.0,Burgundy,Fixin,,Roger Voss,@vossroger,Derey Frères 2016 Vieilles Vignes  (Fixin),Pinot Noir,Derey Frères, 2016 Vieilles Vignes  (Fixin),2016,Bad
109578,France,"Light in color, this is a soft, red fruited wine. It has red cherry flavors with a dry edge of fruit tannin and wood. The acidity and the juicy aftertaste give a really attractive finish.",Château Ollwiller,87,15.0,Alsace,Alsace,,Roger Voss,@vossroger,Vieil Armand 2013 Château Ollwiller Pinot Noir (Alsace),Pinot Noir,Vieil Armand, 2013 Château Ollwiller Pinot Noir (Alsace),2013,Mid
109759,France,"From a two-acre parcel of vines planted in 1950, this is a finely perfumed, rich wine. It has generous red fruits and an equally opulent ripe character. The tannins are there—a dry layer that is supporting the spice—as is a firm solid texture. Drink this wine (which is still developing) from 2023.",Vieilles Vignes,92,65.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Roche de Bellene 2018 Vieilles Vignes  (Gevrey-Chambertin),Pinot Noir,Roche de Bellene, 2018 Vieilles Vignes  (Gevrey-Chambertin),2018,Good
109760,France,"Negociant Nicolas Potel has made a specialty of sourcing old vines. In this wine, they are between 44 and 54-years-old. The wine is rich and concentrated—dark with tannins and generous with black fruits. It is firm and obviously needs to age. Drink this sold wine from 2024.",Vieilles Vignes,92,64.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Roche de Bellene 2018 Vieilles Vignes  (Nuits-St.-Georges),Pinot Noir,Roche de Bellene, 2018 Vieilles Vignes  (Nuits-St-Georges),2018,Good
109761,France,"Vines planted in 1934 are behind this smooth and concentrated wine. It has red-berry crispness as well as a cool crisp texture from acidity and tannins. With aging potential, the wine is perfumed and still firm. Drink from 2023.",Vieilles Vignes,92,63.0,Burgundy,Volnay,,Roger Voss,@vossroger,Roche de Bellene 2018 Vieilles Vignes  (Volnay),Pinot Noir,Roche de Bellene, 2018 Vieilles Vignes  (Volnay),2018,Good
109779,France,"A heavily oaked wine that needs time for the toast to integrate. It does have the black fruit structure to back it up, so expect this complex wine to develop pleasurably over the next 5–6 years.",La Futaille,91,42.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Labouré-Roi 2012 La Futaille  (Gevrey-Chambertin),Pinot Noir,Labouré-Roi, 2012 La Futaille  (Gevrey-Chambertin),2012,Good
109784,France,"Ripe, sweet-fruited wine, its red berry fruits and opulent tannins giving a rounded feel. There is, as well, a good structure composed of acidity, licorice and wood. It needs 2–3 years still to really develop all its depth of flavor.",Santenots,91,68.0,Burgundy,Volnay,,Roger Voss,@vossroger,Pierre André 2011 Santenots  (Volnay),Pinot Noir,Pierre André, 2011 Santenots  (Volnay),2011,Good
110087,France,"Red fruits dominate this wine with its soft tannins and wild strawberry flavors. It is young, although with its gentle texture it is ready to drink now. The wine comes from the northern part of the Mâcon region.",,84,15.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Vignerons de Mancey 2018  Bourgogne,Pinot Noir,Vignerons de Mancey, 2018  Bourgogne,2018,Bad
110088,France,"The Hautes Côtes need a good vintage to shine. The 2017 was not one of those vintages and this lean wine shows its structure more than its fruit. It gives a dry, tannic character that is unlikely to soften greatly. It could be worth waiting and drinking from 2021.",Belle Canaille,84,28.0,Burgundy,Bourgogne Hautes Côtes de Nuits,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2017 Belle Canaille  (Bourgogne Hautes Côtes de Nuits),Pinot Noir,Jean-Luc and Paul Aegerter, 2017 Belle Canaille  (Bourgogne Hautes Côtes de Nuits),2017,Bad
110183,France,"Wood aged and ripe, this is a structured wine that is full of fruit and still young. It has bright cherry flavors that have been softened and smoothed out by the wood aging. There is also a mineral edge to the fruitiness. It will be a rich wine but it needs more time. Drink from 2023.",,91,30.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Daniel Chotard 2019  Sancerre,Pinot Noir,Daniel Chotard, 2019  Sancerre,2019,Good
110314,France,"Pure notes of black cherry rise from the glass. The palate comes in with equal purity and quite some concentration. There is a creamy richness countering that fresh crunchy cherry fruit which shimmers and shines. This is medium bodied, bone dry but juicy and wonderfully aromatic, even elegant.",,91,25.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Clément Klur 2019 Pinot Noir (Alsace),Pinot Noir,Clément Klur, 2019 Pinot Noir (Alsace),2019,Good
